age,service_tenure_years,distance_from_home_station_km,num_dependents,rank_encoded,annual_fitness_grade_encoded,fitness_trend_score,deployment_duration_days,posting_transfer_count_last_2yrs,commute_transit_days,unit_manning_shortfall_pct,promotion_stagnation_years,duty_hours_daily,rest_hours_daily,overtime_hours_monthly,night_shift_frequency_monthly,consecutive_night_duty_days,overtime_flag,daily_workload_score,training_hours_last_year,leave_backlog_days,days_since_last_leave,leave_days_last_90d,absenteeism_hours_last_year,family_separation_months,conduct_flag,body_mass_index,stagnation_per_tenure_ratio,transit_separation_burden,manning_training_ratio,transfer_tenure_friction,manning_absenteeism_load,training_vs_unit_median,absenteeism_vs_rank_median,theatre_Border Outpost (LoC/IB),theatre_J&K (CI/Ops),theatre_LWE / Bastar (Anti-Naxal),theatre_North-East (Counter-Insurgency),theatre_Peace / Training Center,theatre_Static Security / VIP,unit_CoBRA Strike Unit,unit_General Duty (GD),unit_Medical & Logistics,unit_Rapid Action Force (RAF),unit_Signal & IT Wing,unit_VIP Security Wing,welfare_risk_level
35,9.9,39.2,0,0,2,-1,258,0,5,14.5,3.5,8,5,0,7,11,0,8.7,57,9,120,4,2,12,0,29.2,0.321,12.82,0.234,0.0,0.29,30.0,-6.0,0,1,0,0,0,0,0,0,0,1,0,0,Low
37,4.0,44.3,2,1,0,0,530,0,2,13.4,4.0,12,8,35,8,8,1,14.2,34,18,274,3,8,7,0,38.6,0.8,4.16,0.344,0.0,1.07,8.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
34,3.1,73.5,0,3,1,-1,377,1,3,23.3,3.1,16,6,60,15,13,1,11.1,51,28,220,5,8,11,0,31.9,0.756,7.45,0.416,0.244,1.86,25.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,High
58,10.4,7.5,1,4,0,0,232,1,5,13.6,5.5,10,5,0,11,14,0,9.2,10,12,74,4,127,8,0,25.4,0.482,10.99,0.907,0.088,17.27,-16.0,119.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
35,3.0,37.6,1,2,0,-1,385,4,3,16.8,3.0,14,6,0,9,13,0,6.1,0,24,184,6,2,5,0,24.2,0.75,5.38,3.36,1.0,0.34,-26.0,-6.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
39,17.2,63.7,0,0,0,-1,498,2,2,22.6,6.9,8,5,0,9,16,0,6.9,65,26,55,6,3,16,0,31.6,0.379,5.67,0.323,0.11,0.68,36.0,-5.0,0,0,0,1,0,0,0,0,0,0,0,1,Medium
33,2.8,41.1,1,0,1,0,291,1,2,14.3,2.8,14,7,0,8,7,0,6.0,36,20,115,5,3,22,0,19.1,0.737,6.27,0.349,0.263,0.43,10.0,-5.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
40,17.1,60.6,2,1,0,-1,49,3,5,17.1,3.3,10,5,0,9,7,0,6.7,66,29,163,5,8,11,0,23.1,0.182,12.42,0.241,0.166,1.37,40.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
51,21.3,48.8,0,4,0,-1,520,0,5,24.6,2.3,10,8,0,6,7,0,10.1,55,13,36,2,2,8,0,29.9,0.103,10.99,0.41,0.0,0.49,29.0,-6.0,0,0,1,0,0,0,0,1,0,0,0,0,Low
37,10.0,87.4,4,1,0,2,341,0,1,31.2,6.2,10,7,35,9,7,1,8.2,24,34,107,0,2,13,0,22.3,0.564,2.64,1.076,0.0,0.62,-3.0,-6.0,0,0,0,0,0,1,0,0,0,1,0,0,Medium
48,18.0,40.5,1,0,0,1,119,1,3,31.8,2.3,10,7,0,18,10,0,7.0,61,20,91,0,2,11,0,31.6,0.121,7.45,0.482,0.053,0.64,35.0,-6.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
36,3.9,7.6,0,3,0,0,119,3,3,10.4,1.3,10,9,0,10,15,0,9.2,2,55,107,0,2,12,0,32.2,0.265,7.69,1.486,0.612,0.21,-27.0,-6.0,1,0,0,0,0,0,0,0,1,0,0,0,Medium
34,14.2,56.2,2,2,0,-2,227,1,5,22.3,0.7,12,8,0,8,13,0,8.0,64,13,196,4,115,13,0,24.9,0.046,13.2,0.323,0.066,25.64,37.0,107.0,0,0,0,1,0,0,0,0,0,1,0,0,Medium
34,3.1,19.3,1,0,0,0,509,1,4,25.8,1.5,12,6,47,8,11,1,9.8,18,17,99,6,3,13,0,29.9,0.366,10.56,1.122,0.244,0.77,-8.0,-5.0,0,0,0,0,1,0,0,1,0,0,0,0,Medium
54,4.8,58.0,2,1,0,-2,166,1,5,16.1,3.4,10,9,0,13,11,0,7.3,35,47,128,3,1,16,0,31.2,0.586,14.17,0.402,0.172,0.16,9.0,-7.0,0,0,1,0,0,0,0,1,0,0,0,0,High
39,18.0,67.9,2,0,0,1,362,2,5,10.1,9.1,14,7,0,10,8,0,6.0,52,12,28,1,134,13,0,27.7,0.479,13.2,0.177,0.105,13.53,26.0,126.0,1,0,0,0,0,0,0,1,0,0,0,0,Low
35,2.9,67.5,0,0,1,0,198,1,5,23.0,2.9,8,8,0,14,15,0,6.1,10,45,70,4,2,9,0,28.7,0.744,11.51,1.533,0.256,0.46,-19.0,-6.0,1,0,0,0,0,0,0,0,1,0,0,0,Medium
53,13.5,61.8,1,0,1,-1,455,0,2,11.5,0.8,16,6,0,8,8,0,7.8,0,38,66,1,0,17,0,24.7,0.055,5.78,2.3,0.0,0.0,-26.0,-8.0,0,0,0,1,0,0,0,1,0,0,0,0,High
32,12.6,100.0,2,1,1,0,476,2,5,14.1,0.9,14,8,0,9,10,0,7.5,22,36,124,2,8,12,0,30.5,0.066,12.82,0.522,0.147,1.13,-5.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,High
28,9.1,77.4,1,0,0,-1,306,1,1,20.0,2.8,8,8,30,8,9,1,7.2,22,54,86,0,8,17,0,23.2,0.277,2.89,0.741,0.099,1.6,-4.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,High
47,7.1,78.0,0,0,0,0,529,0,1,17.9,5.7,8,8,23,7,11,1,7.0,46,55,148,5,25,10,0,26.1,0.704,2.4,0.351,0.0,4.47,20.0,17.0,0,0,1,0,0,0,0,1,0,0,0,0,High
25,1.0,100.0,0,0,0,0,236,0,4,9.9,1.0,12,8,0,14,10,0,9.2,0,32,110,4,2,8,0,20.9,0.5,8.79,1.98,0.0,0.2,-29.0,-6.0,0,0,0,1,0,0,0,0,1,0,0,0,Medium
32,3.0,8.7,1,1,0,-1,364,1,2,32.9,3.0,10,8,0,11,14,0,9.1,45,31,76,7,3,5,0,27.3,0.75,3.58,0.658,0.25,0.99,16.0,-5.0,0,0,0,0,0,1,0,0,1,0,0,0,Low
33,2.9,27.0,0,1,1,0,584,1,2,26.2,2.9,12,6,0,12,9,0,6.0,43,43,67,4,32,10,0,24.2,0.744,4.8,0.546,0.256,8.38,14.0,24.0,0,0,1,0,0,0,0,0,1,0,0,0,Medium
45,12.9,82.0,1,0,0,0,482,0,3,9.9,4.4,14,8,47,9,9,1,7.6,47,25,100,1,0,17,1,38.1,0.317,8.67,0.19,0.0,0.0,20.0,-8.0,0,0,0,1,0,0,1,0,0,0,0,0,High
33,12.5,100.0,2,0,0,0,545,1,2,10.3,3.3,12,5,0,6,9,0,6.7,24,10,50,10,8,5,0,29.5,0.244,3.58,0.355,0.074,0.82,-2.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,Low
32,2.9,90.0,1,0,0,0,664,1,2,20.8,2.9,12,8,64,8,13,1,9.9,0,23,131,2,32,10,1,29.0,0.744,4.8,4.16,0.256,6.66,-29.0,24.0,0,0,1,0,0,0,0,0,0,0,0,1,High
38,4.1,14.0,1,0,2,-2,402,1,2,16.1,4.1,10,6,0,8,8,0,6.9,39,31,136,2,40,11,1,30.7,0.804,4.97,0.366,0.196,6.44,13.0,32.0,0,0,1,0,0,0,0,1,0,0,0,0,High
37,10.0,40.6,0,1,0,-1,489,1,4,27.0,2.7,10,8,0,8,6,0,6.8,0,15,57,3,8,4,0,28.2,0.245,6.44,5.4,0.091,2.16,-27.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,Low
34,3.0,16.7,2,3,0,-1,158,0,1,22.5,2.5,8,7,0,11,10,0,7.3,70,18,46,4,124,7,0,19.2,0.625,2.08,0.3,0.0,27.9,44.0,116.0,0,0,0,1,0,0,0,1,0,0,0,0,Low
40,15.9,87.4,0,0,0,1,134,0,1,20.5,5.4,12,5,0,19,8,0,8.6,52,37,66,5,8,20,0,23.2,0.32,3.04,0.36,0.0,1.64,26.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,High
39,7.1,9.2,1,0,0,-2,73,1,5,9.9,7.1,12,9,0,11,9,0,6.3,41,24,110,4,24,5,0,30.6,0.877,8.96,0.215,0.123,2.38,15.0,16.0,0,0,1,0,0,0,0,1,0,0,0,0,Low
33,6.5,35.7,2,2,0,0,364,1,1,8.8,2.5,10,5,32,6,5,1,14.7,11,52,213,1,74,22,0,31.1,0.333,3.14,0.55,0.133,6.51,-18.0,66.0,0,0,0,1,0,0,0,0,0,0,0,1,High
41,22.6,9.2,0,0,0,1,530,0,2,8.7,5.4,10,9,0,13,8,0,9.6,18,40,125,2,4,10,0,24.2,0.229,4.8,0.378,0.0,0.35,-8.0,-4.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
34,9.1,22.3,2,1,0,0,427,1,5,11.5,1.4,10,4,0,13,4,0,6.0,36,22,110,4,74,9,0,23.2,0.139,11.51,0.28,0.099,8.51,10.0,66.0,0,0,1,0,0,0,0,1,0,0,0,0,Low
39,13.9,97.4,2,0,0,1,567,1,1,12.9,12.9,10,5,0,8,10,0,8.0,44,39,28,4,0,16,1,24.0,0.866,2.83,0.263,0.067,0.0,18.0,-8.0,0,0,0,1,0,0,0,1,0,0,0,0,High
32,6.0,42.3,0,2,2,0,386,1,5,21.1,3.9,10,6,57,7,6,1,6.0,62,34,125,5,8,6,0,36.8,0.557,9.73,0.315,0.143,1.69,36.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
22,4.0,35.7,2,0,0,0,641,3,3,35.3,4.0,10,8,0,12,8,0,6.0,46,38,176,4,122,15,0,20.5,0.8,8.32,0.692,0.6,43.07,20.0,114.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
34,3.1,51.4,2,3,1,0,415,4,2,17.8,3.1,12,6,0,9,13,0,9.1,53,23,153,6,1,9,0,28.8,0.756,4.61,0.307,0.976,0.18,26.0,-7.0,1,0,0,0,0,0,0,0,0,0,1,0,Medium
42,18.1,25.7,0,0,0,0,203,0,2,13.5,5.7,8,8,0,9,11,0,9.3,45,32,169,3,2,10,0,29.4,0.298,4.8,0.27,0.0,0.27,18.0,-6.0,0,1,0,0,0,0,0,0,0,0,1,0,Medium
26,3.8,22.7,0,2,2,0,250,0,1,13.7,2.8,10,10,0,8,10,0,7.1,23,28,157,0,8,23,0,31.4,0.583,3.18,0.489,0.0,1.1,-3.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,High
35,8.9,26.5,0,0,0,0,196,0,5,15.8,0.5,12,8,32,5,7,1,8.8,0,32,80,2,8,11,0,24.8,0.051,12.42,3.16,0.0,1.26,-26.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
29,9.2,79.0,1,1,1,0,309,2,4,15.1,7.7,10,9,0,11,16,0,6.9,3,27,162,6,3,8,0,23.3,0.755,8.79,1.888,0.196,0.45,-23.0,-5.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
53,17.3,60.8,0,0,0,1,348,0,2,24.3,9.5,16,6,21,7,7,1,14.5,54,14,141,5,16,22,0,24.4,0.519,6.27,0.412,0.0,3.89,27.0,8.0,0,0,1,0,0,0,0,0,0,0,1,0,High
30,1.0,80.6,1,3,2,0,384,0,1,10.3,1.0,14,7,0,3,9,0,7.2,10,17,111,5,2,4,0,20.3,0.5,1.61,0.687,0.0,0.21,-16.0,-6.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
43,4.9,88.3,0,4,0,0,508,0,4,21.4,2.4,10,8,0,9,13,0,6.5,14,45,118,3,1,9,0,31.8,0.407,9.21,1.126,0.0,0.21,-12.0,-7.0,0,1,0,0,0,0,0,1,0,0,0,0,High
30,10.8,4.5,2,0,1,0,87,3,3,15.6,1.2,14,8,0,9,8,0,6.0,56,31,153,2,8,13,0,27.1,0.102,7.92,0.256,0.254,1.25,30.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,Medium
32,3.0,80.8,2,1,1,2,453,0,5,19.2,3.0,8,8,38,7,12,1,10.1,4,24,112,2,2,7,1,27.8,0.75,10.4,2.133,0.0,0.38,-22.0,-6.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
41,5.2,75.8,0,0,2,-1,160,1,1,9.2,4.3,14,8,41,8,10,1,11.5,8,13,28,3,8,5,1,31.3,0.694,1.79,0.708,0.161,0.74,-18.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,High
27,8.9,80.0,1,1,0,-2,670,1,5,8.8,4.9,12,5,0,12,14,0,8.2,17,18,69,6,2,11,0,24.5,0.495,12.42,0.4,0.101,0.18,-9.0,-6.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
32,2.0,50.4,1,0,0,-2,72,0,4,22.3,2.0,8,6,0,12,12,0,8.4,0,27,125,2,2,7,0,27.8,0.667,8.32,4.46,0.0,0.45,-26.0,-6.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
37,6.7,23.0,0,2,0,-1,556,2,5,29.0,3.1,8,6,0,11,10,0,9.5,13,44,95,0,4,10,0,30.5,0.403,11.99,1.611,0.26,1.16,-13.0,-4.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
38,16.6,45.6,1,0,0,0,88,1,4,15.2,1.7,8,6,38,7,10,1,6.0,68,20,142,5,103,7,0,25.9,0.097,8.32,0.208,0.057,15.66,41.0,95.0,0,0,0,0,0,1,0,0,0,1,0,0,Low
54,36.0,14.0,1,2,0,-1,375,1,2,7.6,7.3,12,7,0,10,9,0,6.0,10,27,123,4,8,4,0,22.1,0.197,3.22,0.507,0.027,0.61,-16.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,Low
33,3.1,16.5,1,0,0,-1,247,3,3,13.6,2.7,12,7,0,12,11,0,7.5,13,14,94,5,147,9,0,22.9,0.659,6.91,0.756,0.732,19.99,-13.0,139.0,0,0,0,1,0,0,0,1,0,0,0,0,Low
35,3.1,27.9,0,4,0,-1,567,1,5,8.7,3.1,12,7,50,10,8,1,10.5,11,58,196,0,65,4,1,29.6,0.756,8.05,0.544,0.244,5.65,-15.0,57.0,0,0,1,0,0,0,0,1,0,0,0,0,High
28,9.0,77.1,1,0,0,1,452,3,5,8.1,1.9,16,6,0,11,9,0,7.5,39,45,123,5,2,5,0,24.1,0.19,8.96,0.184,0.3,0.16,12.0,-6.0,1,0,0,0,0,0,0,0,0,0,1,0,Medium
39,12.0,100.0,1,2,0,1,320,1,2,10.6,3.1,12,6,0,14,10,0,7.4,24,24,111,4,5,12,0,25.0,0.238,5.13,0.366,0.077,0.53,-3.0,-3.0,0,1,0,0,0,0,0,0,0,1,0,0,Medium
32,14.0,96.1,0,1,0,0,104,1,3,30.5,11.0,10,5,0,7,4,0,6.0,67,37,120,3,1,2,0,22.2,0.733,3.3,0.424,0.067,0.3,41.0,-7.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
29,2.0,59.5,2,3,1,0,183,2,3,10.9,2.0,10,8,0,7,9,0,8.1,48,18,79,4,111,24,0,22.6,0.667,9.66,0.206,0.667,12.1,22.0,103.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
45,12.2,9.1,1,0,2,1,562,1,3,16.4,8.8,14,6,0,7,8,0,6.0,0,25,103,3,2,11,0,24.1,0.667,7.45,3.28,0.076,0.33,-26.0,-6.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
30,2.0,34.2,0,0,0,0,350,2,4,16.6,2.0,10,7,0,11,11,0,9.1,32,20,199,2,2,7,0,19.2,0.667,8.32,0.449,0.667,0.33,5.0,-6.0,0,1,0,0,0,0,1,0,0,0,0,0,Medium
33,3.0,33.1,1,0,0,-1,277,0,5,23.1,2.6,8,6,0,9,4,0,8.1,41,22,61,1,2,7,0,23.4,0.65,10.4,0.502,0.0,0.46,15.0,-6.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
31,13.0,45.2,0,0,0,1,562,0,4,11.9,5.9,10,6,0,7,12,0,6.0,6,29,55,3,155,21,0,30.2,0.421,12.36,1.082,0.0,18.44,-21.0,147.0,0,0,0,1,0,0,1,0,0,0,0,0,Medium
29,6.0,57.3,0,1,0,-1,469,3,3,6.1,0.7,10,6,0,8,7,0,6.0,35,11,142,6,4,24,0,22.1,0.1,9.66,0.152,0.429,0.24,8.0,-4.0,1,0,0,0,0,0,1,0,0,0,0,0,Low
32,6.1,58.9,2,4,1,1,574,1,1,23.9,6.1,8,7,0,7,9,0,6.9,39,19,173,5,8,6,0,28.4,0.859,1.95,0.543,0.141,1.91,13.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,Low
20,1.0,4.5,0,0,0,0,115,2,4,19.7,1.0,10,7,0,8,9,0,6.2,55,40,216,4,3,14,0,30.8,0.5,10.83,0.328,1.0,0.59,29.0,-5.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
35,3.1,28.4,2,0,0,0,345,1,5,23.4,3.1,14,6,35,12,8,1,11.2,28,31,113,3,150,6,0,23.0,0.756,9.73,0.709,0.244,35.1,-1.0,142.0,0,0,0,1,0,0,0,0,1,0,0,0,Medium
41,5.1,64.9,2,0,0,0,504,2,1,28.9,2.8,10,9,0,11,12,0,6.2,49,32,92,4,126,23,1,22.0,0.459,3.18,0.535,0.328,36.41,22.0,118.0,1,0,0,0,0,0,0,0,0,1,0,0,High
34,3.0,32.7,1,0,1,-2,497,1,1,23.3,3.0,16,4,0,9,6,0,7.5,0,12,182,5,48,9,0,31.8,0.75,2.3,4.66,0.25,11.18,-26.0,40.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
26,4.9,4.5,0,1,1,0,240,0,2,21.7,1.6,12,8,0,12,7,0,6.1,62,31,51,7,2,7,0,22.3,0.271,4.16,0.324,0.0,0.43,36.0,-6.0,1,0,0,0,0,0,0,1,0,0,0,0,Low
29,5.9,55.5,0,0,0,-1,95,1,4,21.9,5.1,12,8,0,5,12,0,7.5,64,43,166,6,3,10,0,21.6,0.739,9.59,0.317,0.145,0.66,35.0,-5.0,0,0,0,1,0,0,0,0,0,0,0,1,High
58,29.6,96.1,0,3,0,0,365,3,4,8.5,6.4,10,8,62,6,6,1,6.0,46,60,98,3,25,9,0,22.5,0.209,9.21,0.167,0.098,2.12,20.0,17.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
56,11.9,25.7,0,0,0,-1,163,0,1,11.0,2.5,14,6,0,10,9,0,7.0,50,23,62,3,115,21,0,24.3,0.194,3.09,0.2,0.0,12.65,23.0,107.0,0,0,1,0,0,0,0,0,0,1,0,0,Medium
30,2.0,47.9,1,3,2,-2,85,2,1,13.6,2.0,10,7,0,9,14,0,8.0,42,24,94,5,2,12,1,23.9,0.667,2.56,0.289,0.667,0.27,15.0,-6.0,0,0,0,1,0,0,1,0,0,0,0,0,Medium
48,29.0,4.5,2,1,0,0,469,0,4,12.0,2.2,16,5,62,8,8,1,7.1,40,20,176,5,107,6,0,38.2,0.073,7.78,0.267,0.0,12.84,14.0,99.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
35,3.1,45.9,2,2,2,2,232,1,4,11.6,3.1,12,6,0,16,14,0,9.5,12,9,58,3,2,5,0,31.3,0.756,7.17,0.682,0.244,0.23,-14.0,-6.0,0,1,0,0,0,0,0,1,0,0,0,0,Low
47,14.1,84.1,2,0,0,-2,574,1,1,19.2,1.8,8,7,0,10,8,0,6.0,17,22,325,6,2,11,0,31.2,0.119,2.48,0.873,0.066,0.38,-9.0,-6.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
47,13.9,87.1,2,2,0,-2,403,0,2,25.0,4.6,16,6,0,11,14,0,7.5,32,26,47,5,1,11,0,31.4,0.309,4.97,0.676,0.0,0.25,6.0,-7.0,0,0,0,0,0,1,0,1,0,0,0,0,High
33,3.0,75.9,2,1,1,-1,69,0,3,20.0,3.0,8,8,59,5,9,1,12.1,40,12,148,7,16,24,0,31.1,0.75,9.66,0.444,0.0,3.2,14.0,8.0,0,0,0,0,0,1,0,1,0,0,0,0,High
41,5.1,38.0,2,0,0,-1,417,1,1,14.2,1.4,8,7,33,8,10,1,11.0,65,42,115,4,3,11,0,25.0,0.23,2.48,0.203,0.164,0.43,39.0,-5.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
35,3.0,6.1,0,3,0,0,357,0,5,24.6,3.0,8,7,0,15,14,0,9.0,45,30,105,2,8,23,0,19.5,0.75,15.89,0.492,0.0,1.97,19.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
29,2.0,43.4,0,0,0,0,131,0,5,13.8,2.0,8,6,0,12,13,0,8.5,3,26,37,5,111,5,1,39.0,0.667,8.96,1.725,0.0,15.32,-24.0,103.0,0,1,0,0,0,0,0,0,0,0,1,0,Medium
41,5.2,56.3,2,3,0,-2,120,0,3,7.6,4.0,8,7,56,11,11,1,10.9,49,21,116,2,16,16,1,30.5,0.645,8.5,0.141,0.0,1.22,23.0,8.0,0,0,1,0,0,0,0,1,0,0,0,0,High
33,13.1,100.0,2,1,0,-1,100,2,4,15.2,7.6,10,7,0,5,8,0,7.9,0,18,61,4,8,9,0,29.9,0.539,9.21,3.04,0.142,1.22,-26.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
42,9.9,63.8,3,0,0,0,328,0,5,21.6,2.1,8,4,0,8,10,0,6.0,51,22,125,4,62,16,0,30.2,0.193,14.17,0.386,0.0,13.39,25.0,54.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
51,33.0,13.4,1,2,0,-1,249,1,1,11.7,3.8,8,7,0,11,18,0,6.0,48,37,59,4,8,9,0,31.1,0.112,2.3,0.221,0.029,0.94,19.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,Medium
37,4.1,22.6,4,0,0,-1,178,0,4,9.3,2.4,12,5,30,16,8,1,13.4,47,28,140,5,126,14,0,23.2,0.471,10.83,0.179,0.0,11.72,21.0,118.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
50,17.5,27.1,1,0,0,-2,502,2,1,11.5,4.5,10,5,19,8,11,1,6.4,0,10,123,3,2,3,0,31.8,0.243,1.39,2.3,0.108,0.23,-29.0,-6.0,0,0,1,0,0,0,0,0,1,0,0,0,Low
27,6.0,25.7,2,0,0,0,392,1,2,16.4,2.9,10,8,0,7,11,0,6.0,60,21,265,4,2,7,0,30.7,0.414,4.16,0.252,0.143,0.33,31.0,-6.0,0,0,0,1,0,0,0,0,0,0,0,1,Low
34,15.9,100.0,0,1,0,1,619,0,4,23.3,7.3,12,6,0,12,12,0,6.0,32,29,71,1,2,14,0,29.7,0.432,10.83,0.63,0.0,0.47,6.0,-6.0,0,0,1,0,0,0,0,1,0,0,0,0,High
41,20.2,9.0,0,0,0,1,64,1,4,15.7,1.8,10,9,0,8,9,0,6.0,57,32,85,1,133,6,0,31.6,0.085,7.78,0.253,0.047,20.88,30.0,125.0,0,0,0,0,1,0,0,0,0,1,0,0,Low
42,17.3,59.9,2,0,0,-2,270,0,4,24.6,5.1,12,8,0,7,6,0,7.7,57,33,177,3,2,7,0,22.7,0.279,8.32,0.397,0.0,0.49,31.0,-6.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
45,9.9,17.9,0,0,3,-1,597,1,4,16.0,7.8,14,6,0,7,9,0,6.0,16,49,100,2,8,10,0,36.7,0.716,9.59,0.762,0.092,1.28,-10.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,High
52,1.6,62.8,0,0,2,1,580,1,1,20.2,1.6,10,6,56,9,14,1,16.0,0,47,209,3,127,20,0,24.0,0.615,3.04,4.04,0.385,25.65,-26.0,119.0,0,0,0,1,0,0,0,1,0,0,0,0,High
25,7.0,87.1,2,1,1,0,390,2,3,15.9,4.3,10,5,0,8,10,0,6.0,65,28,216,4,8,14,0,22.6,0.538,8.12,0.227,0.25,1.27,38.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,Medium
31,8.7,62.6,0,0,0,-1,452,4,3,11.6,3.2,10,9,0,9,7,0,8.1,62,40,112,6,16,12,0,18.6,0.33,7.69,0.173,0.412,1.86,35.0,8.0,1,0,0,0,0,0,0,0,0,1,0,0,Medium
34,3.0,57.5,0,0,0,0,556,1,4,16.7,3.0,10,8,0,10,9,0,6.6,32,30,103,4,8,4,0,31.4,0.75,6.44,0.451,0.25,1.34,6.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,Low
52,3.2,77.1,1,4,0,-1,414,3,5,27.5,3.2,12,8,54,10,14,1,14.3,12,46,97,3,89,7,0,24.3,0.762,10.4,1.618,0.714,24.48,-14.0,81.0,0,0,0,0,0,1,0,1,0,0,0,0,High
59,19.1,36.4,1,3,2,2,209,1,1,14.4,2.3,12,7,47,5,6,1,6.0,13,4,103,6,0,14,0,32.6,0.114,2.71,0.8,0.05,0.0,-13.0,-8.0,0,0,0,1,0,0,0,1,0,0,0,0,Low
28,9.4,78.3,1,2,0,1,501,0,1,11.0,3.6,8,7,0,13,9,0,8.3,26,14,119,3,1,8,0,24.2,0.346,2.2,0.355,0.0,0.11,-3.0,-7.0,0,0,1,0,0,0,0,0,1,0,0,0,Low
34,13.6,98.0,2,3,0,1,651,1,5,16.8,2.8,10,7,0,9,6,0,8.8,44,37,104,2,8,8,0,30.5,0.192,10.99,0.343,0.068,1.34,15.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,Medium
34,12.5,99.0,2,1,0,0,292,1,1,22.7,1.9,10,7,56,10,10,1,7.3,62,19,198,5,16,6,0,30.3,0.141,1.95,0.339,0.074,3.63,36.0,8.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
31,12.3,22.0,0,2,1,0,156,1,3,23.7,6.0,10,9,0,11,9,0,6.0,49,45,67,3,3,7,0,30.9,0.451,6.24,0.439,0.075,0.71,20.0,-5.0,0,1,0,0,0,0,0,0,1,0,0,0,Medium
42,10.0,41.3,1,0,0,0,131,1,5,14.9,4.9,10,6,59,10,10,1,6.7,58,19,40,6,8,17,0,24.6,0.445,14.45,0.237,0.091,1.19,32.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
34,3.1,9.0,2,0,1,-1,664,0,3,12.3,2.1,12,8,58,10,9,1,11.5,54,24,278,1,54,10,0,31.3,0.512,7.19,0.208,0.0,6.64,25.0,46.0,0,0,1,0,0,0,0,0,1,0,0,0,High
38,4.1,15.9,0,0,0,0,169,0,5,25.0,3.8,14,6,15,12,4,1,12.8,53,44,58,2,2,4,0,23.7,0.745,8.05,0.431,0.0,0.5,27.0,-6.0,0,0,0,0,1,0,0,1,0,0,0,0,Medium
42,14.5,13.4,0,0,0,0,360,1,4,24.5,7.5,14,6,0,8,9,0,6.0,45,26,56,8,2,13,0,20.6,0.484,10.56,0.49,0.065,0.49,18.0,-6.0,1,0,0,0,0,0,1,0,0,0,0,0,Medium
50,28.2,4.6,1,0,1,-2,139,1,4,25.2,3.8,8,9,63,13,11,1,7.8,26,23,151,2,3,24,0,30.5,0.13,12.88,0.813,0.034,0.76,-1.0,-5.0,1,0,0,0,0,0,1,0,0,0,0,0,High
56,7.8,8.2,3,0,0,-1,586,0,2,14.4,1.8,10,8,0,16,14,0,9.8,26,15,122,5,16,2,1,24.3,0.205,2.2,0.465,0.0,2.3,-1.0,8.0,0,1,0,0,0,0,0,0,0,1,0,0,Low
